category,工廠地址,工廠位置,公司名稱,主要出口市場,主要產品,地址,年營收,成立年份,品牌,員工,員工人數,註冊地址,郵遞區號,業務類型,資本額,電話號碼(1),電話號碼(2)
機械,,,台鈺機械實業有限公司,"奈及利亞,南非,美國,澳大利亞,紐西蘭,孟加拉,中國大陸,香港,印尼,印度,南韓,馬來西亞,新加坡,泰國,台灣,越南,科威特,西班牙,法國,*法國，大都市的,英國,匈牙利,加拿大,斯里蘭卡,菲律賓群島,沙烏地阿拉伯","food machine,puff pastry machine,bread forming machine,bun machine,paratha machine,layered
                              food machine,dumpling machine,samosa,tortilla,chapati,making machine,chinese onion
                              pie machine, pizza base making machine",,,1999,,,,台南市安定區牛肉寮65-40號,745,"出口商,進口商,製造商,原始設備制造商",,-5930707,--
機械,,,千沛實業有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,南非,美國,安圭拉島,哥斯大黎加,墨西哥,尼加拉瓜,巴拿馬,阿根廷,智利,秘魯,烏拉圭,澳大利亞,紐西蘭,柬埔寨,馬來西亞,巴基斯坦,新加坡,泰國,台灣,越南,阿拉伯聯合大公國,奧地利,比利時,瑞士,德國,丹麥,西班牙,法國,英國,匈牙利,列支敦斯登,荷蘭,挪威,波蘭,葡萄牙,羅馬尼亞,瑞典,埃及,加拿大,波多黎各,巴西,厄瓜多爾,斯里蘭卡,菲律賓群島,沙烏地阿拉伯,捷克,芬蘭,義大利,立陶宛","tag pin, tag gun, cloth cutting machin, impulse sealer, rotary cutter, cutting mat
                              , scissors, sewing notion, hot melt glue gun , nylon cable tie, dressmaking ruler,
                              round blade , Quilting Ruler",,,1979,,, ,新北市汐止區環河街185巷7號,221,"出口商,進口商,製造商,原始設計制造商"," 新台幣 1,000,001 -  5,000,000",+886-2-26943311 EXT 13,
家庭用品,,台灣,延昌五金鉤環彈簧工廠,"美國,日本,台灣,巴西,芬蘭","springs, wire form, flat form, stamping parts, fastener and metal hardware",,"USD 500,001 -  1,000,000",1992,YENCHANG,,,台南市安南區工明路201號,709,"出口商,製造商,原始設備制造商,原始設計制造商",,-2553243,--
機械,,,英芳實業有限公司,"南非,美國,其他北美洲國家,墨西哥,巴拿馬,阿根廷,智利,秘魯,澳大利亞,紐西蘭,中國大陸,香港,印尼,印度,馬來西亞,新加坡,泰國,越南,阿拉伯聯合大公國,伊拉克,伊朗,約旦,科威特,黎巴嫩,阿曼,卡達,土耳其,其他中東國家,比利時,西班牙,法國,*法國，大都市的,英國,希臘,荷蘭,葡萄牙,其他歐洲國家,埃及,加拿大,波多黎各,其他中美洲國家,巴西,其他南美洲國家,斯里蘭卡,菲律賓群島,其他非洲國家,沙烏地阿拉伯,義大利","surface jet aerator,submersible jet aerator,rotary drum screen, drum filter, water
                              UV sterilizer,Air blower, air diffuser, static screen,bar screen, pump, plastic tray,Blisters,
                              Clamshells",,,,,,,屏東縣長治鄉繁華村繁華路84巷47弄3號,908,"出口商,進口商,製造商",,-7625982,-7625982
服飾及配件,,,群曜股份有限公司,"亞洲
																			,
																		歐洲
																			,
																		北美洲","Card style shoehornSHONE Card
shoehorn
靴べら",台北市內湖區石潭路65號12樓,,2008,SHONE ,,,,114,"出口商
																			,
																		製造商
																			,
																		原始設備制造商
																			,
																		原始設計制造商",,+886-2-27951658 EXT 188,+886-2-27951658 EXT 102
農產及食品,,,博古企業有限公司,"美國
																			,
																		哥斯大黎加
																			,
																		智利
																			,
																		巴拉圭
																			,
																		中國大陸
																			,
																		香港
																			,
																		南韓
																			,
																		馬來西亞
																			,
																		新加坡","vegetarian starch for konjac pdt, ingredients for vegetarian food processing, konjac glucomannan, refined konjac powder, konjac improver, dietary fiber.",新北市新莊區五權二路22號4樓之8,,2002,,,,,24892,"出口商
																			,
																		進口商
																			,
																		製造商
																			,
																		代理商",,-22982777,----
礦產及金屬材料,,,美亞國際貿易股份有限公司,,"Stainless Steel Sheets
                              Stainless Steel Pipes
                              Carbon Steel Pipes",,,,Mayer Steel Pipe Corporation,,,台北市中山區民權東路三段2-1號12樓,104,"出口商,進口商,製造商,貿易商",,+886-2509-8678 EXT 6001,--
建材及衛浴設備,,台灣,華茂興業有限公司,"歐洲,其他亞洲國家,美國,澳大利亞","card,stamps,cutting template,embossing folders,art clay",新北市新莊區化成路11巷37號,,,,,,,242,"出口商,製造商,原始設備制造商,原始設計制造商",,-29911642,--
家庭用品,,,田芯企業有限公司,"美國,哥斯大黎加,香港,日本,北韓,越南,西班牙","Facial beauty mask, clean tool, flooring wipe, disposable underwear,  coverall, isolation
                              gown, bouffant, nylon glove, face mask, shoe cover, duster, floor wipe",,,2007,,,,新北市林口區麗園一街11巷11號6樓之2,24447,"出口商,進口商,製造商,原始設備制造商",,+886-2-27419911 EXT 16,--
燈光及照明,,,文輝興業有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲",track lighting and accressories,,"USD 1,000,001 -  5,000,000",1991,,,,新北市五股區成泰路一段241巷15號,24842,"出口商,製造商,原始設備制造商,原始設計制造商",,-22919586,--
電機及電子,,中國大陸,歐巨科技股份有限公司,"亞洲,歐洲,北美洲","Connectors
                              Cable Assembly
                              Wire Harness
                              Interface Module
                              Relay Module",,"USD 1,000,001 -  5,000,000",1996,,, 101 -  200,新北市新店區寶橋路235巷123號8樓之4,231`,"出口商,製造商,原始設備制造商,原始設計制造商",,-89191294,
電腦,,,恩控系統股份有限公司,"亞洲,中東,歐洲,北美洲,南美洲,大洋洲","GatewayMini Smart Home and IoT Core Gateway is highly integrated and scalable IoT
                              gateway designed for smart home hub that compact and easy-to-use smart home controller
                              integrated IR, ZigBee and WiFi multiplexing RF technology.",,,2014,NxControl,,,新竹縣竹北市文興路257號10樓,30264,"出口商,製造商,原始設備制造商,原始設計制造商",,+886-3-6685799 EXT 200,+886-3-6685799 EXT 233
農產及食品,,,彩智國際事業股份有限公司,"亞洲,歐洲,北美洲,中美洲,南美洲,大洋洲,其他","--天然868茶(芭樂心葉茶)
                              --868-S健康代餐餅乾
                              --868-S綜合酵素+ 補給品
                              --868-S芭樂葉複方
                              --868禮盒
                              
                              --Natu",,,,868,,,台北市中正區忠孝西路一段50號21樓之26,100,"出口商,製造商,原始設備制造商,原始設計制造商,批發商",,+886-2-77253799 EXT 1279,77253799
紡織及皮革,,台灣,宏宥實業有限公司,"美國,其他北美洲國家,澳大利亞,裴濟,馬爾地夫,帛琉,其他國家,孟加拉,中國大陸,香港,印尼,印度,日本,柬埔寨,南韓,緬甸,蒙古,澳門,馬來西亞,尼泊爾,新加坡,泰國,台灣,越南,土耳其,奧地利,瑞士,德國,西班牙,法國,英國,希臘,波蘭,葡萄牙,瑞典,其他歐洲國家,加拿大,斯里蘭卡,菲律賓群島,芬蘭,義大利","Lingerie fabric,
                              Beachwear fabric,
                              Underwear fabric,
                              Jacquard fabric,
                              Knit fabric
                              Jersey",新北市板橋區溪路105號11樓之1,,2000,FABTEX,, 201 -  500,,220,"出口商,製造商",,-26754366,+886-2-26755250 EXT 0
機械,台灣,,兆偉工業有限公司,"歐洲
																			,
																		美國
																			,
																		澳大利亞
																			,
																		日本
																			,
																		泰國","Crusher
Plastics Mixer
Stirring machine",彰化市泰和路一段46號,,1986,兆偉,,,,500,"出口商
																			,
																		製造商",,-26236213,
機械,,,沛宏國際企業有限公司,"亞洲
																			,
																		中東
																			,
																		歐洲
																			,
																		中美洲
																			,
																		南美洲
																			,
																		大洋洲
																			,
																		其他
																			,
																		美國","LIQUID SEPARATION SYSTEM AND MAJOR WATER TREATMENT RELATED COMPONENTS AS RO SYSTEM, WASTE WATER SYSTEM, PURIFIER, FILTRATION SYSTEM, EDI, RESIN/MEDIA, SST FILTER HOUSINGS, PENTAIR FRP TANK, CODELINE FRP PRESSURE VESSELS, DOW/FILMTEC RO MEMBRANES",台中市西屯區福順路333號6F-16,,2009,,,,,407,"出口商
																			,
																		進口商
																			,
																		製造商
																			,
																		原始設備制造商
																			,
																		經銷商",,-24638077,--
化學品,,,新紅揚企業有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他","PE , POLYPROPYLENE RESINS, PET CHIPS, GENERAL HARDWARE, CASTING & FORGING MAINLY :
                              HAND TOOL, ELECTRONIC, COMPUTER, MUSICAL INSTRUMENTS, LIGHTING, TEXTILE MACHINERY
                              ACCISSORIES / OEM & ODM",台北市內湖區瑞光路513巷26號4樓之1,,,,,,,114,"出口商,代理商",,-87515843,--
機械,,,億豐精密有限公司,"印尼,日本",Steel Coil、 Steel Ball、Machinery,,,1994,,,,新竹縣竹北市嘉政二街40號,302,"出口商,進口商,代理商,貿易商,貿易組織",,-6585652,--
醫療及保健,,台灣,衡奕精密工業股份有限公司,"南非,美國,秘魯,中國大陸,印尼,印度,日本,馬來西亞,泰國,以色列,伊朗,黎巴嫩,其他中東國家,奧地利,瑞士,德國,西班牙,法國,英國,荷蘭,挪威,波蘭,俄羅斯聯邦,瑞典,其他歐洲國家,加拿大,巴西,菲律賓群島,芬蘭,義大利","Medical health care products,
                              Laser module,
                              Laser pointer,
                              Laser Leveler,
                              Fiber optic break tester,",,,1981,衡奕,, 51 -  100,新北市新莊區化成路305號,242,"出口商,製造商,原始設備制造商,原始設計制造商"," 新台幣 50,000,001 -  100,000,000",+886-2-85218692 EXT 246,-85220122
鐘錶、珠寶及眼鏡,,台灣,源點有限公司,"亞洲,中美洲,其他亞洲國家,中國大陸,香港,馬來西亞",Health Jewely Products，Bracelet，Necklace，,,,2012,,,,中山區中山北路二段153號3樓,104,"出口商,製造商,原始設計制造商,其他",,-25815338,
汽機車,,台灣,全炬利國際有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他,美國,墨西哥,哥倫比亞,澳大利亞,中國大陸,香港,印尼,印度,日本,馬來西亞,新加坡,泰國,台灣,德國,英國,加拿大,義大利","Door Lock, Electronic Lock, Mortise Lock, Mortice Lock,Tubular Lock, Key, Latch, Deadbolt,
                              Key Cylinder, Euro Profile Cylinder, Cylinder Pin, Dowel Pin, Shafts Pin, Exit Device,
                              Building Hardware, Glass Door Handle, Hinge, Invisible Hinge, Door Stopper, Wood Plastic
                              Composite, WPC, Ignition Coil, TPMS, Motorcycle TPMS, Truck TPMS, Steering Wheel switch
                              control",,,2015,ER,,,高雄市三民區民族一路80號6樓之2,807,"出口商,進口商,製造商,原始設備制造商,原始設計制造商,代理商,批發商,零售商",,-3981588,
工具,,,亞柏士氣動工具股份有限公司,"突尼西亞,其他亞洲國家,美國,阿根廷,智利,哥倫比亞,澳大利亞,印尼,印度,北韓,馬來西亞,巴基斯坦,新加坡,泰國,越南,阿拉伯聯合大公國,伊拉克,伊朗,阿曼,奧地利,波士尼亞-赫塞哥維那,保加利亞,德國,丹麥,法國,英國,希臘,匈牙利,冰島,波蘭,俄羅斯聯邦,烏克蘭,阿爾及利亞,埃及,加拿大,古巴,巴西,菲律賓群島,沙烏地阿拉伯","AIR TOOLS, DIE GRINDER, AIR IMPACT WRENCH, PNEUMATIC TOOLS, AIR IMPACT TOOLS, AIR
                              SCREWDRIVER, AIR DRILL, AIR ANGLE GRINDER, AIR SANDER, AIR DIE GRINDER, AIR MICRO
                              DIE GRINDER, AIR TURBOLAP, AIR GRINDER, IMPULSE TOOLS, SHUT- OFF AIR OIL TOOLS, PULSE
                              TOOLS, AIR RATCHET WRENCH, TORQUE TESTER, AIR RATCHET, ratchet wrench, angle grinders,
                              AIR TOOL, AIR GRINDERS, pneumatic drill, angle die grinder, impact wrench, angle grinder,
                              impact wrenches, air wrench, ratchet wrenches, industrial pneumatic tools",,,2000,,,,台中市西屯區中科路1688號,407,"出口商,製造商,原始設備制造商,原始設計制造商",,-24511086,-24511236
農產及食品,,,保證責任彰化縣青信果菜生產合作社,亞洲,Domestic production of various fruits big wholesale / retail,彰化縣溪州鄉大庄村登山路一段298號,,2007,,,,,524,"出口商
																			,
																		製造商
																			,
																		批發商
																			,
																		經銷商
																			,
																		零售商",,-8805276,-8806025
機械,,台灣,友信機械股份有限公司,"亞洲,中東,歐洲,北美洲,中美洲,南美洲","cold forging machine, multi-station, cold heading machine, cold header, multi-station
                              heading machine, bolt former, bolt parts former, Nut Parts Former, Nut Former, parts
                              former, multi-station forming machine, fastener, forging machine, hex, screw",,,,,,,台南市關廟區南雄路一段539號,718,"出口商,製造商,原始設計制造商",,-5958123,----
電機及電子,,,萬雄國際有限公司,"亞洲,歐洲,北美洲","LCD panels, Mini Android Projectors, Wireless charge Module, Smart Mirror for vehicle,
                              Auto parts and accessories",,,,,,,台北市大同區伊寧街41號2樓,103,"出口商,進口商,代理商,經銷商,貿易商,零售商",,-25925134,-25925134
農產及食品,,台灣,愛捷科技股份有限公司,"南非,中國大陸,香港,印尼,印度,日本,緬甸,澳門,馬來西亞,新加坡,加拿大","Top Spring Life Energy Water System, SEH 997 Concentrated Solution, SEH Super Energy
                              Enzyme, Water Filter, Water Filtration System, Remove Chlorine Shower Head",,,1986,Aizia,,,新北市板橋區民權路226號五樓,,"出口商,製造商,原始設備制造商,原始設計制造商"," 新台幣 10,000,001 -  50,000,000",-29663216,
機械,,台灣,建煜工業股份有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他,南非,美國,貝里斯,墨西哥,智利,澳大利亞,馬爾地夫,中國大陸,香港,印尼,印度,日本,北韓,馬來西亞,新加坡,泰國,台灣,越南,以色列,伊朗,約旦,科威特,奧地利,比利時,保加利亞,德國,丹麥,法國,英國,希臘,荷蘭,波蘭,瑞典,斯洛法尼亞,加拿大,巴西,斯里蘭卡,菲律賓群島,沙烏地阿拉伯,芬蘭,義大利","blower,centrifugal blwoer, 
                              ventilation fan, impeller,fan wheel (strip / tablock) ,turbo blower,backward impeller,
                              送風機，抽風機，多翼式風機，風輪，葉輪，透浦式風輪",,,1972,建煜,, 51 -  100,臺中市霧峰區吉峰村吉峰63號,41342,"出口商,製造商,原始設備制造商,原始設計制造商"," 新台幣 10,000,001 -  50,000,000",+886-4-23322627 EXT 220,0-0 EXT 0
電機及電子,,,生宇企業股份有限公司,"美國,澳大利亞,中國大陸,香港,日本,南韓,馬來西亞,新加坡,泰國,台灣,德國,英國,匈牙利,加拿大,義大利",Capacitor,,"USD 1,000,001 -  5,000,000",1976,SSE,, 51 -  100,新北市中和區錦和路126號,23585,"出口商,製造商"," 新台幣 10,000,001 -  50,000,000",-22238206,--
電腦,,,心研舍文化創藝有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他","Paper products, DIY crafts, metal combination arts and crafts",,,,,,,新北市三峽區白雞33-63號,237,"出口商,進口商,製造商,原始設備制造商,原始設計制造商,代理商",,-86711927,--
電腦,,,亞毅精密股份有限公司,,SSD Hoursing,,,,,,,新北市五股區五工五路14號5樓,2489,"製造商,原始設備制造商,原始設計制造商",,-22899127,--
機械零件,,台灣,銘唯精密企業有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他",Vise Jig Clamp Hydraulic Fixture Workholding Aluminum parts CNC Machining parts Manufacture,,,1986,,,,彰化縣和美鎮嘉佃路713巷58號,508,"出口商,製造商,原始設備制造商,原始設計制造商",,-7571615,
汽機車,台灣,,鍵成翔工業有限公司,"亞洲
																			,
																		中東
																			,
																		歐洲
																			,
																		非洲
																			,
																		北美洲
																			,
																		中美洲
																			,
																		南美洲
																			,
																		大洋洲
																			,
																		其他
																			,
																		印尼
																			,
																		印度
																			,
																		泰國
																			,
																		菲律賓群島","Injection mold, Compression mold, Transfer Injection mold, Sliding track,",新竹縣竹北巿中和街62巷17弄13號,,1982,,,,,30267,"出口商
																			,
																		製造商
																			,
																		原始設備制造商
																			,
																		原始設計制造商
																			,
																		服務公司",,-5518714,-5518714
農產及食品,,,品那滋食品股份有限公司,"亞洲
																			,
																		中東
																			,
																		歐洲
																			,
																		非洲
																			,
																		北美洲
																			,
																		中美洲
																			,
																		南美洲
																			,
																		大洋洲
																			,
																		其他",PEANUT BUTTER,桃園縣龍潭鄉中正路佳安段352號,,1993,,,,,32546,"進口商
																			,
																		批發商","新台幣  10,000,001 -   50,000,000",-4711712,-4711692
機械,,台灣,久隆機械工業有限公司,"南非,美國,哥斯大黎加,巴拿馬,薩爾瓦多,秘魯,澳大利亞,中國大陸,印尼,馬來西亞,新加坡,泰國,越南,阿拉伯聯合大公國,約旦,比利時,英國,埃及,菲律賓群島,沙烏地阿拉伯","Air grease pump, Air oil pump, Hydraulic Press, Shock absorber spring compressor,
                              Auto Repair Tools, Lubrication equipment,",,"USD 1,000,001 -  5,000,000",1988,久隆,,,台中市大里區健行路6巷88號,412,"出口商,製造商,原始設備制造商"," 新台幣 5,000,001 -  10,000,000",-24926127,-24926127
機械,,,塑熙精密有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,美國,日本,德國,匈牙利,波蘭,俄羅斯聯邦,加拿大","Cable Cutting and Stripping Machines, Crimping Presses, blade",桃園縣平鎮市民族路雙連二段118巷35號,,1998,,,,,324,"製造商,原始設備制造商,原始設計制造商",,-4203147,-15017177279
家庭用品,,,雪瑞企業有限公司,"歐洲,美國,澳大利亞,中國大陸,日本,英國","Security bags, Security Seal, Closet Organizers, Suit Covers, Thermal Bags",,,1987,,,,臺南市歸仁區和順路一段63巷1號,71145,"出口商,製造商,原始設備制造商"," 新台幣 1,000,001 -  5,000,000",-3307920,--
汽機車,,,明里科技股份有限公司,"北美洲,中國大陸,香港,日本,澳門,馬來西亞,台灣,越南","Water Repellent Coating, Anti Fouling Coating, Air Purify Coating, Nano TiO2 Coating,
                              Self Clean Coating, Car Nano Coating, Antimicrobial coatings",台北市信義路5段5號5G07,,2007,AKALI,,,,11011,"出口商,製造商,原始設備制造商",,-27584006,--
電機及電子,,,利優電子有限公司,"其他亞洲國家
																			,
																		南非
																			,
																		美國
																			,
																		墨西哥
																			,
																		委內瑞拉
																			,
																		澳大利亞
																			,
																		紐西蘭
																			,
																		香港
																			,
																		印度
																			,
																		日本
																			,
																		馬來西亞
																			,
																		巴基斯坦
																			,
																		新加坡
																			,
																		台灣
																			,
																		越南
																			,
																		阿拉伯聯合大公國
																			,
																		以色列
																			,
																		奧地利
																			,
																		比利時
																			,
																		保加利亞
																			,
																		瑞士
																			,
																		德國
																			,
																		丹麥
																			,
																		西班牙
																			,
																		法國
																			,
																		*法國，大都市的
																			,
																		英國
																			,
																		希臘
																			,
																		愛爾蘭
																			,
																		波蘭
																			,
																		瑞典
																			,
																		斯洛伐克共和國
																			,
																		埃及
																			,
																		加拿大
																			,
																		斯里蘭卡
																			,
																		捷克
																			,
																		義大利","cable,custom made cable,medical cable,assembly,wire,usb,hdmi,vga,display port,dvi,db15,db9,cat5e,rj45,RCA,SCSI,flat,ribbon,printer cable,monitor cable,Retractable,convert,charger,dc,ac,plug,connector,adapter,component,",新北市鶯歌區文化路264號,,2001,,,,,23942,"出口商
																			,
																		進口商
																			,
																		製造商
																			,
																		原始設備制造商
																			,
																		代理商
																			,
																		批發商",,+886-2-26795800 EXT 15,----
